creatorID,name,wikidata identifiers
2577,Ga )| Fulton County Arts Council (Fulton County,
2578,Air Atlanta (Firm),
2579,Darya von Berner,Q30338117
2580,Marvin Rhodes,Q55219691
2581,Rhodes Publishing Project,
2582,Joni Lee Mabe 1957-,
2583,Ben H. Davis,
2584,George Hemphill,Q5540394
2585,Sarah Schroth,
2586,Senoj,
2587,Department of Printmaking,
2588,Press Collection (Library of Congress),
2589,Al-Mutanabbi,Q284542
2590,Al-Mutanabbi Street Starts Here Coalition,
2591,Bristol University of the West of England,
2592,Centre for Fine Print Research,
2593,Booksellers Vamp & Tramp,
2594,Tia Blassingame,Q98276881
2595,"Ninja Press,;Press Collection (Library of Congress)",
2596,Nathaniel Tarn,Q6969885
2597,Anna Bella Geiger,Q4766844
2598,Paula Geiger,
2599,Jerry Sohn,
2600,Sam Francis,
2601,Klaus-Ullrich S Rötzscher,
2602,Wally Dawes,
2603,Madeleine Pestiaux,
2604,Lapis Press,
2605,John Cage,
2606,Jack Kerouac,Q160534
2607,Gary Regester,
2608,Steidl Verlag,
2609,Markus Raetz,Q477409
2610,Toni Gerber,Q94520986
2611,Pablo B Stähli,
2612,Mika Tajima,Q50377243
2613,Three Star Books,
2614,Lois Long,
2615,Alexander H Smith,
2616,Anne Carson,
2617,Kim Anno,Q19864471
2618,Mary Jo Pauly,
2619,Marguerite Porete,Q255132
2620,One Crow Press,
2621,Minn.) College of Saint Benedict (Saint Joseph,
2622,N.Y.) Mohawk Paper Mills (Cohoes,
2623,Ana Luiza Dias Batista,Q55235559
2624,Peter Rutledge Koch,Q107664680
2625,Adam Cornford,Q4678898
2626,Jonathan Gerken,
2627,Magnolia Editions,
2628,Printer Peter Koch,
2629,Editions Koch,
2630,Andrea Bowers,Q16005428
2631,Susanne Vielmetter Los Angeles Projects,
2632,Johann Heinrich Gruber,
2633,Thea Westreich,
2634,Russell Maret,
2635,Thomas Little Heath,Q925037
2636,Nancy Loeber,
2637,Travis Becker,
2638,Daniel E Kelm,
2639,Euclid,Q8747
2640,Russell Maret (Firm),
2641,Twinrocker Handmade Paper,
2642,Michael Kuch,
2643,Jennifer Taub,
2644,Katie MacGregor,
2645,Double Elephant Press,
2646,Helen Adam,
2647,Kiki Smith,
2648,Andrew Hoyem,Q4757348
2649,Arion Press,
2650,Walter Hamady,Q7965060
2651,Patrick Flynn,
2652,David McLimans,
2653,Peter Sís,
2654,William Stafford,
2655,Scott Kellar,Q21174052
2656,Perishable Press Limited,
2657,Iain Baxter,
2658,Hetty Borel,Q86741782
2659,Ximena Perez Grobet,Q99491223
2660,M Porges,
2661,Dorothy Jones,
2662,Philip Mallory Jones,Q103243756
2663,Bromide Publishing House Ltd.,
2664,Ioulia Akhmadeeva,
2665,Linda Johnson,
2666,National Museum of Women in the Arts (U.S.),
2667,Fargo Books,
2668,|publisher Space Heater Editions,
2669,Hugo Jamioy Juagibioy,Q16149893
2670,Oscar Murillo 1986- artist,
2671,Nigel Poor 1963-,
2672,James Richard Hugunin,
2673,John Held 1947-,
2674,Akiko Sakaizumi,
2675,Brant Schuller,
2676,Steven Leiber,
2677,Christina Lauritsen,
2678,Bea Nettles 1946-,
2679,Stephen Vitiello,Q7610760
2680,"author, Warja, 1913-2007 Lavater",
2681,Michael K. Lease,
2682,"photographer, Sara Skorgan, artist Teigen",
2683,Paper Tiger Television Collective (Firm),
2684,Wexner Center for the Arts,
2685,Marcia Palazzalo,
2686,Kate Drinan,
2687,Chip Duyck,
2688,Chip Signer Duyck,
2689,Felipe Ehrenberg,Q10280980
2690,and collected Keith Duquette,
2691,Timothy C Ely,
2692,publisher CarbÃ³n4,
2693,publisher Beau Geste Press Brasil,
2694,Amsterdam,
2695,Wednesday,
2696,April,
2697,DÃ¶rte Eissfeldt,
2698,Ger van Elk,Q827998
2699,Stephen Clayton Ellwood,Q94413718
2700,Art Metropole,
2701,introduction Cathy Kord,
2702,Barbara Ess,
2703,Mazatl.,
2704,Justseeds Artists' Cooperative,
2705,Leslie Ann Epperson,
2706,Ed Epping,
2707,Granary Books,
2708,Faile,Q96971667
2709,Griffin Creech,
2710,Diane Farris,
2711,Dennis J. Fesenmyer,
2712,Derek Stroup,
2713,Joan Lyons,
2714,a book Katie Burkart,
2715,Rebecca Horn,
2716,José Makú,
2717,Betty Bright,
2718,Francine Zubeil,
2719,Stefan Wewerka,Q2337903
2720,Maggie Parr,
2721,Laura Grello,
2722,Michelle Tunac,
2723,Elisa Bryan,
2724,Alice Hutchins,
2725,Jackie Ferrara,Q6116329
2726,Robin (Glenna Robin) Price,
2727,Ingeborg Strobl,Q26232108
2728,Joseph Brodsky,
2729,Rachel Youdelman,
2730,Linda Armstrong,
2731,Keith A Smith,
2732,Don Milliken,
2733,John Edwards,
2734,Johannes Cladders,Q102948
2735,Städtisches Museum Mönchengladbach,
2736,Dennis Oppenheim,Q439856
2737,Steven Clay,
2738,Granary Books (Firm),
2739,Susan Schwartzenberg,
2740,William Cody Maher,Q95343035
2741,Pat Bacon,
2742,Charles Simonds,
2743,Lucy R. Lippard,Q137115
2744,William Rowe,
2745,Vicki Nelson,
2746,Kristin Serafini,
2747,Roni Horn,Q433895
2748,Claire Van Vliet,Q5125339
2749,Kunstmuseum Luzern,
2750,Jonás Bel,
2751,Rafael Trapiello,
2752,Eldon Garnet,Q5354031
2753,Robert D'Alessandro,Q107814775
2754,Keir Smith,Q52306114
2755,Phil Zimmermann,Q455938
2756,Tom Sullivan,
2757,Hannah Simpson Grant,Q64759245
2758,Tony Kemplen,
2759,Patricia M. Smith,
2760,Perry Lewis,
2761,Didier Bay,Q3026914
2762,Ruth Hayes,Q116508050
2763,Peter Christian,
2764,Elizabeth Jane Sales,Q62011210
2765,Lisa Robinson,
2766,Janice Hartwell,
2767,Jerri Allyn,Q6183076
2768,Amos Paul Kennedy Jr.,Q38668425
2769,Ann E Kalmbach,
2770,Tatana Kellner,Q29219293
2771,in collaboration with Richard Gras,
2772,photographs Sean Hudson,
2773,Clifton Meador,
2774,Richard Russell,
2775,College Art Association (U.S.),
2776,Ileana Sonnabend (Gallery),
2777,Ann Rosen,
2778,Paul Sunday,
2779,Morton Marcus,
2780,Paul-Armand Gette,Q263122
2781,Leslie Sharpe,Q123705648
2782,Caren Heft,Q106319450
2783,Jenny Holzer 1950-,
2784,Disturbance Theater Electronic,
2785,Printed Matter,
2786,Booklyn Artists Alliance,
2787,Sarah Butler 1977- artist,
2788,Jody Williams,
2789,Hank Brusselback,
2790,Maria G. Pisano,Q124838761
2791,Carl Andre 1935-,
2792,Maurizio Nannucci 1939-,
2793,Sas Colby book artist,
2794,Marjorie Coffey,
2795,Coffey Grounds Press,
2796,Norman B. Colp,Q119146741
2797,Marjorie Strode Coffey,
2798,Philippe Compagnon,Q3379632
2799,GÃ©rard Durozoi,
2800,Augusto Concato,Q79460840
2801,Vito Boggeri Sono,
2802,Carole Conde,
2803,Tony Conrad,Q481477
2804,Barbara Broughel,Q55217791
2805,Colo,
2806,Jeanette2011 Ingberman,
2807,Kathy Constatinides,
2808,Kathy Constatinides,
2809,Francis Coutellier,
2810,Christine Couloumy,
2811,Pierre Laurendeau,
2812,Doris Cross,
2813,Steven Cortright,Q18333246
2814,Kathleen McMillan,Q89421280
2815,Linda Broadfoot,Q55743858
2816,Karen Gorst,
2817,Nancy Howell,
2818,Emma Shoots,
2819,Kathy McMillan,Q454633
2820,Yolla Bolly Press,
2821,John Crombie,
2822,Kickshaws,
2823,Leo Triangle Fire Stein,
2824,Women's Studio Workshop,
2825,Jonathan Rhea,
2826,Gary Dodge,
2827,Artists' Books Collection,
2828,Sara Elizabeth Spurr,Q76080918
2829,Peter D'Agostino,
2830,Joe D'Ambrosio,Q6209346
2831,Alis Cummings,
2832,Vanessa M. Dearing,
2833,Mabel Dean,
2834,Mary Jane Henley,
2835,Judy Derickson,
2836,Jo Andersen,
2837,Chris Mann,
2838,Rebecca Paradies,
2839,Pamela Deutschman,
2840,Nehassaiu deGannes,Q133929278
2841,Edward Rayher,
2842,Mary Forrester,
2843,Center for Book Arts,
2844,Swamp Press,
2845,F. Deschamps photographer,
2846,Jo Kone illustrator,
2847,Papyrus Productions,
2848,Erika DeVries,
2849,Mario Diacono,Q93219994
2850,Jimmy Mazzone,
2851,Freya Diamond,
2852,Andrea Dojmi,
2853,Raffaella Guidobono,
2854,Ed Dorn,Q5334756
2855,Tom Clark,
2856,Toni Dove,Q7821257
2857,Granary Press,
2858,Curt Dornberg,
2859,Margaret Suchland,
2860,designed Curt Dornberg,
2861,arranged,
2862,Katherine Kuehn,
2863,Peter Downsbrough,Q3376548
2864,David Drum,
2865,Burning Books Press,
2866,Eric Drooker,Q375369
2867,Cassidy A. Kulhanek,
2868,John Vasquez Mejias,Q132171603
2869,Eidth Fikes,
2870,Ben Alper,Q133624372
2871,Alfonso Santiago,
2872,poeta: Yasmin Gabrielle,
2873,Tracie Pouliot,
2874,Onajide Shabaka,Q122751165
2875,Inmensidades,
2876,Gallos Humanos,
2877,Profundo,
2878,Javier Rodríguez Pino,
2879,Pat Doyen,
2880,Alexandria Searls,
2881,Ianthe Jackson,
2882,Andrea Richards,
2883,Niku Arbabi,
2884,Shani Harris Peterson,
2885,Jessica Halgren Sexton,
2886,Joshua Breitbart,
2887,Mark Elijah Rosenberg,Q115197093
2888,Lenn Keller,Q104536864
2889,Nayeli Garci-Crespo,
2890,Cristian Toro Ulloa,
2891,Nicole Guzmán,
2892,Andrea Navach,
2893,Mónica Caballero Sepúlveda,
2894,Samuel Cactus,
2895,Sean Joseph Patrick Carney,
2896,Walter Benjamin,
2897,Piña Ruda,
2898,Constanza Figueroa (Kalogatia),
2899,Omid 16B,Q7090163
2900,Grupo Libertario Vía Libre,
2901,Marcelo Villarroel,
2902,Pasaje,
2903,Carola Josefa,
2904,Fran Cortés,Q5478123
2905,Dizzy Frank,
2906,ONI88,
2907,Milo Hachim,
2908,Francis Ja,
2909,Arrichokai,
2910,Hukaru,
2911,Naijemn,
2912,Violeta Cereceda,
2913,LAFAT,
2914,Mariana Montenegro,
2915,Jiriki,
2916,Paula Sosa Holt,
2917,Karioki,
2918,Artichokat,
2919,Natalia Montenegro,
2920,El Cometa Ludo,
2921,Santino,
2922,Rachel,
2923,Vecinx organizadorxs de la comuna de Lo Prado,
2924,Cory Emma Siegler,
2925,Walter Angehrn ; mit einem Text von Klaus Merz,
2926,Saul Ostrow,Q7427331
2927,Will Cameron,
2928,Zahra Malkani,
2929,Gustavo Piqueira,Q110953203
2930,Ian Burn,
2931,Mel Ramsden,Q1918901
2932,Art & Language (Group),
2933,Jesse Chun,Q120411762
2934,Steve Godwin,
2935,Adríel Estrada Campos,
2936,Gabriela Jolowicz,Q15432897
2937,Tiago Gualberto,
2938,Christopher Schulz,
2939,Johanna Drucker & Susan Bee,
2940,Madeline Veitch,
2941,Dan Murphy,
2942,Anthony Smyrski,Q106576076
2943,staff Bard Movement for Justice in Palestine ; contributors,
2944,compiled by Madeline Veitch,
2945,Claudia Rodríguez,
2946,Cody,
2947,Gemma Ríos,Q118923651
2948,Amanda Maciuba,
2949,The Office of Culture and Design ; graphic design: Dante Carlos & Kristian Henson ; editor in chief: Lobregat Balaguer,
2950,"Christopher, 1956- Williams",
2951,Christina Végh,Q18620058
2952,Kestner-Gesellschaft,
2953,"Aisha, 1972- Khalid",
2954,Sharmini Pereira,
2955,Anouck Durand,Q116528405
2956,Elizabeth Zuba,
2957,Murray Ballard,
2958,Michael Landy,
2959,Clive Lissaman,
2960,Lynn Marshall-Linnemeier,Q97015284
2961,Melanie Pavich-Lindsay,
2962,Lisa Tuttle,
2963,Deborah Willis,
2964,Susan Bee,
2965,Keith A Smith,
2966,Ryoko Adachi,
2967,Sam Hamill,Q7407563
2968,Ian H Boyden,
2969,Crab Quill Press,
2970,Leilei Guo,Q89735179
2971,Dobbin Books,
2972,James Kirkup,Q912687
2973,Birgit Skiöld,Q19575341
2974,Walter Taylor,
2975,Zaehnsdorf (Firm),
2976,Ltd J. Barcham Green,
2977,Diane Middlebrook,Q1208982
2978,Kathy Walkup,
2979,Josephine Miles,
2980,Janet Lewis,
2981,Denise Levertov,Q272042
2982,Chana Bloch,
2983,Audre Lorde,Q463319
2984,Judy Grahn,Q1711155
2985,Colleen J. McElroy,Q5146261
2986,Carolyn Kizer,Q440064
2987,Frances Mayes,
2988,Alma Luz Villanueva,Q4733568
2989,Bernice Zamora,Q4894317
2990,Louise Glück,Q2344210
2991,Kitty Tsui,Q69354026
2992,Kathleen Fraser,
2993,Sandra Gilbert,Q7416620
2994,Stanford University,
2995,Center for Research on Women,
2996,Matrix Press,
2997,Meadow Press,
2998,Calliopea Press,
2999,Interval Press,
3000,Paradise Press,
3001,Black Stone Press,
3002,Heyeck Press,
3003,Goodmorrow Press,
3004,Fine Press Collection (National Gallery of Art (U.S.)),
3005,Paul Coldwell,Q7149898
3006,Martin Bell,
3007,Culford Press,
3008,EMH Arts/Eagle Graphics,
3009,Fine Bindery (Firm),
3010,Paupers Press,
3011,Alisa J Golden,
3012,Never Mind the Press (Firm),
3013,Anne Schwartzburg,
3014,Derrick Greaves,Q21453850
3015,Richard Pinkney,
3016,Roy Fisher,
3017,Jackson Mac Low,Q6117237
3018,Jerome Rothenberg,
3019,Larry Eigner,Q6490248
3020,Petre M Andreevsky,
3021,Julia Farrer,
3022,Jonathan Griffin,
3023,Tetrad Press,
3024,Sas Colby,Q19802732
3025,Frank Mitchell,
3026,David Park McAllester,Q5238317
3027,Stéphane Mallarmé,Q767
3028,I Tyson,
3029,Norman Holmes Pearson,Q7052354
3030,Jaime Robles Céspedes,Q1997290
3031,Five Trees Press,
3032,Mollie Ames,
3033,Durs Grünbein,Q705090
3034,Yūji Nawata,Q108110338
3035,Tsunemi Kubodera,Q3330082
3036,"Fred, Smith, Dana, Williams, Scott Rinne",
3037,Joel J Rane,
3038,Raymond Pettibon,Q564945
3039,Cristin Sheehan Sullivan,
3040,Amy Mees,
3041,"Mark, Parkel, Sara Wagner",
3042,Cat Glennon,
3043,Kayrock Studio,
3044,James Hugonin,Q21457146
3045,Basil Bunting,Q2886803
3046,Imprints,
3047,Franz Kafka,
3048,Katharine Meynell,Q19561534
3049,William Shakespeare,
3050,Gavin Martin,
3051,Thomas Manss,Q92264
3052,David Law,
3053,Ilana Fintz,
3054,Kelly De Castro,
3055,Celia Innes,
3056,Thomas Manss & Company,
3057,Arjo Wiggins Fine Papers,
3058,Henri Matisse,Q5589
3059,Riva Castleman,Q18030446
3060,Sophie Hawkes,
3061,Culi O Kallaxan,Q12838248
3062,Gefn Press,
3063,New North Press,
3064,Matt Mullican,Q13539263
3065,Mary Judith Dunbar,
3066,Alice Walker,
3067,Robert Creeley,Q918620
3068,Robert Hass,
3069,Dennis Lee,
3070,Al Young,
3071,Galway Kinnell,Q2425705
3072,Hilda Morley,Q5761430
3073,Carolyn Forché,Q5045357
3074,Margaret Avison,Q6759152
3075,Michael S Harper,
3076,Carole Peel,
3077,Mich.) Rebis Press (Oakland,
3078,Nick Bantock,Q7026741
3079,"Sam, Bonner-Morgan, Richard Winston",
3080,Mei-mei Berssenbrugge,Q6809914
3081,"Mark, Artichoke Yink Press Wagner",
3082,Stephen Dupont,
3083,Micha Brendel,
3084,Uwe Warnke,
3085,Ulf Stolterfoht,Q2474877
3086,Uwe Warnke Verlag,
3087,Bob Holman,
3088,Chuck Close,Q453883
3089,Lyle Rexer,Q112472175
3090,Jean Starobinski,Q123507
3091,Richard Pevear,Q47507739
3092,Terry Winters,
3093,Bruce Mau,
3094,Claudia Cohen,
3095,Bruce Mau,Q2926447
3096,Universal Limited Art Editions (Firm),
3097,Richard Hunt,
3098,Archetype (Firm),
3099,Aluminium Case Company,
3100,C. David Thomas,
3101,Charles Fenn,
3102,Ines v Ketelhodt,
3103,Glen Baxter,
3104,Willow Legge,Q105090286
3105,Moshe ben Maimon,Q127398
3106,Expression Printers Ltd,
3107,John Henry Newman,
3108,Eileen Hogan,Q5349383
3109,"Ed, Rebis Press Moore",
3110,Karen Bleitz,Q133614013
3111,Nicole Peyrafitte,Q7030153
3112,Nance O'Banion,Q51646287
3113,Thomas Wojak,Q108526205
3114,Elisabeth Frink,Q2575649
3115,Waddington Galleries,
3116,Janus Press Collection (Library of Congress),
3117,John O. Wehrle,Q6251070
3118,"Mark, Bird Brain Press Wagner",
3119,Rumi,Q43347
3120,Zahra Partovi,
3121,Daniel Keleher,
3122,Jerry Kelly,
3123,Vincent FitzGerald,
3124,Marjorie Van Dyke,
3125,Paul Wong,
3126,Annette Senneby,Q123748093
3127,Sandy Gellis,Q63022092
3128,Elizabeth Harington,
3129,Bernard Kirschenbaum,Q10428700
3130,T Kurahara,
3131,"Nares, James",
3132,Dorothea Rockburne,Q1246260
3133,Peter Thomson,
3134,Judith Turner,Q59610153
3135,Vincent Fitz Gerald & Company,
3136,BookLab (Firm),
3137,Wild Carrot Letterpress,
3138,Paul Castrucci,
3139,Miguel Algarín,Q6844403
3140,Andrew Castrucci,Q134413617
3141,Nadia Coën,Q55218402
3142,Bullet Space (Firm),
3143,徐冰 (Xu Bing),
3144,Octavio Paz,
3145,Benjamin Shiff,
3146,Cartiere Enrico Magnani,
3147,Fundición Tipograf́ica,
3148,Garthegaat Bindery,
3149,Heritage Printers,
3150,Limited Editions Club,
3151,Inc Portfoliobox,
3152,Stamperia Valdonega,
3153,Trestle Editions,
3154,Hansjörg Mayer,
3155,Jean Tinguely,Q163938
3156,Pontus Hultén,Q268653
3157,Edwin Schlossberg,Q3048809
3158,Robert Rauschenberg,
3159,"Robert, Kerouac, Jack Frank",
3160,Kelpra Studio,
3161,Nexus Contemporary Art Center,
3162,Cultural Olympiad,
3163,Amira Aranda,
3164,Julie Chen and Clifton Meador,
3165,"Doug, 1953- Spowart",
3166,Mirta Meltzer,
3167,Rosemary Luckett,
3168,Charlotte McDevitt,
3169,Patricia Adler,
3170,Eva Kellner,
3171,Mindy Belloff,
3172,Intima Press,
3173,"Mindy, Rilke, Rainer Maria Belloff",
3174,Davis Oswald,
3175,Judith Ivry,
3176,Carol Barton,Q5044249
3177,Jill Jevne,
3178,Mnemonic Press,
3179,Margarita Becerra-Cano,
3180,Rochelle Rubinstein Kaplan,
3181,Ann M Kresge,
3182,Melinda Kennedy,
3183,Tal Streeter,Q55219832
3184,Mossybrook Press,
3185,Laura J Davidson,Q91635303
3186,Genie Shenk,Q111449453
3187,Joseph Langland,Q6284810
3188,Barbara Neustadt,
3189,David Wright,
3190,Steven Chayt,
3191,Meryl Chayt,
3192,Anachronic Editions,
3193,Betty Ann MacDonald,
3194,Vinnie-Marie D'Ambrosio,
3195,Karen Kunc,Q59578164
3196,Blue Heron Press,
3197,Taufa,
3198,Nancy  Cusick,Q123901478
3199,Ann Purcell,
3200,Anna Maria Vancheri,
3201,Caty C Forden,
3202,Gerald Carson,
3203,Catherine Carson Forden,
3204,Art Institute of Chicago,
3205,School,
3206,Maria Karametou,
3207,Susan Paul Firestone,Q109674352
3208,Handprint Workshop,
3209,John Donne,
3210,June Wayne,
3211,Claire Jeanine Satin,
3212,Kumi Korf,Q106308156
3213,Enid Mark,
3214,ELM Press,
3215,Laurie Sieverts Snyder,Q106318433
3216,Susan Barron,
3217,Rupert Jasen Smith,
3218,Dieu Donné Papermill,
3219,Claire Owen,
3220,Robert Cumming,
3221,Laurie Corral,
3222,Bonnie A. Berkowitz,
3223,Margaret Beech,
3224,Nina Judin,
3225,Peggy L Johnston,
3226,Linda Johnson,
3227,Julie L Johnson,
3228,Julie L Johnson,
3229,Rosemary Kate Jesionowski,
3230,Shellie Jacobson,
3231,Shellie Jacobson,
3232,Diane Jacobs,
3233,Amy Jacobs,
3234,Garrett Abe Izumi,
3235,Mary Howe,
3236,Terry Horrigan,
3237,Sarah Horowitz,
3238,Judith A. Hoffman,
3239,David Hodges,
3240,Charles Hobson,
3241,Jennifer Hines,
3242,Patricia T. Hetzler,
3243,Michael A. Henninger,
3244,Steven Hendricks,
3245,Margery S Hellmann,
3246,Laura Ann Morris,
3247,Jeffrey W Morin,
3248,Theresa Harsma,
3249,Julia Harrison,
3250,Krista Hanley,
3251,Willow Hagge,
3252,Malini Gupta,
3253,Erin B. Gray,
3254,Mar Goman,Q94298870
3255,Emily Gold,
3256,David Gillespie,
3257,Mark Wangberg,
3258,Pamela S. Gibson,
3259,Jeanne Germani,
3260,Susan Kapucinski Gaylord,
3261,Julie Friedman,
3262,Jenni Freidman,
3263,Michelle Francis,
3264,Gabrielle E Foxa,Q95941722
3265,Katherine Rhodes Fields,
3266,Dorothy Field,
3267,Don Etherington,Q55998188
3268,Daniel Essig,
3269,Maria Barbosa,
3270,Jo-Anne Echevarria Myers,Q106317961
3271,Dianne Fogwell,Q112404482
3272,Margaret Kelley,
3273,Taro Hirano,Q11483650
3274,Michel Potage,Q110637700
3275,Joel Swartz,
3276,Jochen Gerz,Q1691084
3277,El Lissitzky,Q152233
3278,Vladimir Mayakovsky,Q132964
3279,Sandra Jackman,
3280,Spencer Seidman,
3281,Eilis Kirby,
3282,Charles Bernstein,
3283,Maria Yoon,Q30322762
3284,مارتين كيپينبيرجير,Q736247
3285,Patti Puth,
3286,Edward Reed,
3287,Keith A Smith,
3288,Lucy May Schofield,
3289,Ann Savageau,
3290,Davi Det Hompson,Q22696566
3291,Robert M Laughlin,
3292,Naúl Ojeda,Q77325072
3293,Ámbar Past,Q456628
3294,Rafael López Castro,
3295,Cristóbal Vázquez Moshán,
3296,Paula J Curran,
3297,Ben Vautier,Q604546
3298,D. Odysseus etc.,
3299,Conrad Gleber,Q25389082
3300,Chris Drury,
3301,Barbara Cash,
3302,Les Coleman,
3303,Christophe Cherix,Q93431736
3304,Laurent Jenny,Q106575033
3305,James Sampson Meyer,Q106194870
3306,Guerryam,
3307,Ramsa,
3308,Axel Cassel,Q2874731
3309,Paul Laidler,
3310,Allen Kornblum,
3311,Cinda Kornblum,Q94573687
3312,John Eric Broaddus,Q87298845
3313,Claude Rutault,Q2978104
3314,Joyce Cutler–Shaw,Q94520431
3315,James Joyce,
3316,Kelly/Winterton Press,
3317,Color Girls (Firm),
3318,Caroline Greenwald,Q106961715
3319,Robert Muffoletto,
3320,Paul Nagy,
3321,Stephan Köhler,
3322,Clemens-Tobias Lange,Q139155654
3323,Lanfranco Baldi,
3324,Art Gallery of Ontario,
3325,Grahame Jones,
3326,Henri Chopin,Q2355139
3327,Jacques Clerc,
3328,Visual Studies Workshop,
3329,Muriel Olesen,Q24690532
3330,Pier Luigi Tazzi,Q107264867
3331,Simon Cutts,Q75894593
3332,Sylvia Plath,Q133054
3333,Sara R. Parr,
3334,Ulises Carrión,Q739180
3335,Robin Price,Q58147833
3336,Jean Clareboudt,Q2230715
3337,H. Terry Braunstein,
3338,Suzanne Mitchell,
3339,Gina Pane,Q267845
3340,Tomie Arai,Q16729470
3341,Barbara Cesery,
3342,Marilyn Zuckerman,
3343,Ian Breakwell,Q5980984
3344,Christophe Boutin,
3345,David Lyons,
3346,Roz Chast,Q7375285
3347,Hildegard of Bingen,Q70991
3348,Louise Cossette,
3349,Ashlee Weitlauf,
3350,L. Baumgarten,Q139468042
3351,M. Oppitz,
3352,Markus Lüpertz,Q674710
3353,Amanda Barrow,Q19802410
3354,Duane Michals,Q931923
3355,Allen Fisher,
3356,Cornelia V. Mengershausen,
3357,Nicholas Phillips,
3358,Sam Samore,Q7408114
3359,Barbara Tuyle,
3360,Daniel Tucker,
3361,Allison Cooke Brown,
3362,Stephanie Brooks,
3363,Amy Wilson,
3364,Gary Richman,
3365,Alberto Moretti,
3366,Henriëtte van Egten,Q28777068
